Compass	enable-compass	BRPortuguese	ATIVAR BÚSSOLA	Interruptor principal da fita de bússola no topo da tela. Desativado a oculta completamente, independentemente da própria configuração de posição de cada mecânica.
Compass	enable-compass	Russian	ВКЛЮЧИТЬ КОМПАС	Главный переключатель ленты компаса в верхней части экрана. Выключено полностью скрывает её, независимо от собственной настройки размещения каждого механизма.
Compass	enable-compass	Ukrainian	УВІМКНУТИ КОМПАС	Головний перемикач стрічки компаса вгорі екрана. Вимкнено повністю приховує її, незалежно від власного налаштування розміщення кожного механізму.
Compass	enable-compass	SimplifiedChinese	启用指南针	屏幕顶部指南针条带的主开关。关闭后无论各机制自己的位置设置如何，都会完全隐藏它。
Compass	enable-compass	TraditionalChinese	啟用指南針	螢幕頂部指南針條帶的主開關。關閉後無論各機制自己的位置設定為何，都會完全隱藏它。
Compass	enable-compass	Japanese	コンパスを有効化	画面上部のコンパスバーのマスタースイッチ。オフにすると、各機能自体の配置設定に関係なく完全に非表示になります。
Compass	enable-compass	Korean	나침반 활성화	화면 상단 나침반 띠의 마스터 스위치입니다. 끄면 각 기능 자체의 배치 설정과 관계없이 완전히 숨겨집니다.
Compass	enable-compass	Polish	WŁĄCZ KOMPAS	Główny przełącznik paska kompasu u góry ekranu. Wyłączenie ukrywa go całkowicie, niezależnie od własnego ustawienia umiejscowienia danego mechanizmu.
Compass	enable-compass	Turkish	PUSULAYI ETKİNLEŞTİR	Ekranın üstündeki pusula şeridi için ana anahtar. Kapalı olduğunda, her mekaniğin kendi konum ayarından bağımsız olarak tamamen gizlenir.
Compass	width-pixels	English	WIDTH PIXELS	Width of the compass tape, in pixels at the 1920-wide reference resolution (scales with actual resolution same as everything else). Wider shows more of the horizon at once.
Compass	width-pixels	French	LARGEUR EN PIXELS	Largeur de la bande de boussole, en pixels à la résolution de référence de 1920 (s'adapte à la résolution réelle comme tout le reste). Plus large affiche davantage de l'horizon à la fois.
Compass	width-pixels	Italian	LARGHEZZA IN PIXEL	Larghezza della barra della bussola, in pixel alla risoluzione di riferimento di 1920 (si adatta alla risoluzione reale come tutto il resto). Più larga mostra più orizzonte alla volta.
Compass	width-pixels	German	BREITE IN PIXELN	Breite des Kompassbands in Pixeln bei der Referenzauflösung von 1920 (skaliert wie alles andere mit der tatsächlichen Auflösung). Breiter zeigt mehr vom Horizont auf einmal.
Compass	width-pixels	SpanishSpain	ANCHO EN PÍXELES	Ancho de la cinta de brújula, en píxeles a la resolución de referencia de 1920 (se escala con la resolución real como todo lo demás). Más ancho muestra más horizonte a la vez.
Compass	width-pixels	SpanishLatam	ANCHO EN PÍXELES	Ancho de la cinta de brújula, en píxeles a la resolución de referencia de 1920 (se escala con la resolución real como todo lo demás). Más ancho muestra más horizonte a la vez.
Compass	width-pixels	BRPortuguese	LARGURA EM PIXELS	Largura da fita de bússola, em pixels na resolução de referência de 1920 (escala com a resolução real como tudo o mais). Mais larga mostra mais do horizonte de uma vez.
Compass	width-pixels	Russian	ШИРИНА В ПИКСЕЛЯХ	Ширина ленты компаса в пикселях при базовом разрешении 1920 (масштабируется вместе с реальным разрешением, как и всё остальное). Чем шире, тем больше горизонта видно одновременно.
Compass	width-pixels	Ukrainian	ШИРИНА В ПІКСЕЛЯХ	Ширина стрічки компаса в пікселях за базової роздільної здатності 1920 (масштабується разом із реальною роздільною здатністю, як і все інше). Що ширше, то більше горизонту видно одночасно.
Compass	width-pixels	SimplifiedChinese	宽度（像素）	指南针条带的宽度，以 1920 宽参考分辨率下的像素为单位（与其他一切一样会随实际分辨率缩放）。更宽可一次显示更多地平线范围。
Compass	width-pixels	TraditionalChinese	寬度（像素）	指南針條帶的寬度，以 1920 寬參考解析度下的像素為單位（與其他一切一樣會隨實際解析度縮放）。更寬可一次顯示更多地平線範圍。
Compass	width-pixels	Japanese	幅（ピクセル）	コンパスバーの幅（基準解像度1920幅でのピクセル数、他のすべてと同様に実際の解像度に合わせて拡大縮小されます）。広くすると一度に見える地平線の範囲が広がります。
Compass	width-pixels	Korean	너비(픽셀)	나침반 띠의 너비로, 1920 너비 기준 해상도에서의 픽셀 단위입니다(다른 모든 것과 마찬가지로 실제 해상도에 맞춰 크기가 조정됩니다). 넓게 설정하면 한 번에 더 많은 지평선이 보입니다.
Compass	width-pixels	Polish	SZEROKOŚĆ W PIKSELACH	Szerokość paska kompasu w pikselach przy referencyjnej rozdzielczości 1920 (skaluje się wraz z rzeczywistą rozdzielczością, tak jak wszystko inne). Większa szerokość pokazuje więcej horyzontu naraz.
Compass	width-pixels	Turkish	GENİŞLİK (PİKSEL)	Pusula şeridinin, 1920 genişlik referans çözünürlüğündeki piksel cinsinden genişliği (her şey gibi gerçek çözünürlüğe göre ölçeklenir). Daha geniş olması, ufkun aynı anda daha fazla kısmını gösterir.
Compass	marker-gap-pixels	English	MARKER GAP PIXELS	Vertical gap between the tick row and the marker baseline below it, on top of a small fixed minimum. Raise this for more breathing room (e.g. after turning on {key:Compass/show-names}).
Compass	marker-gap-pixels	French	ESPACE MARQUEURS EN PIXELS	Espace vertical entre la rangée de graduations et la ligne de base des marqueurs en dessous, en plus d'un petit minimum fixe. Augmentez-la pour plus d'espace (par ex. après avoir activé {key:Compass/show-names}).
Compass	marker-gap-pixels	Italian	SPAZIO MARCATORI IN PIXEL	Spazio verticale tra la riga delle tacche e la linea di base dei marcatori sottostante, oltre a un piccolo minimo fisso. Aumentalo per più spazio (ad es. dopo aver attivato {key:Compass/show-names}).
Compass	marker-gap-pixels	German	MARKIERUNGSABSTAND IN PIXELN	Vertikaler Abstand zwischen der Strichreihe und der darunterliegenden Markierungsgrundlinie, zusätzlich zu einem kleinen festen Minimum. Erhöhe ihn für mehr Platz (z. B. nach dem Aktivieren von {key:Compass/show-names}).
Compass	marker-gap-pixels	SpanishSpain	ESPACIO DE MARCADORES EN PÍXELES	Espacio vertical entre la fila de marcas y la línea base de marcadores debajo de ella, además de un pequeño mínimo fijo. Auméntalo para más espacio (por ejemplo, tras activar {key:Compass/show-names}).
Compass	marker-gap-pixels	SpanishLatam	ESPACIO DE MARCADORES EN PÍXELES	Espacio vertical entre la fila de marcas y la línea base de marcadores debajo de ella, además de un pequeño mínimo fijo. Auméntalo para más espacio (por ejemplo, tras activar {key:Compass/show-names}).
Compass	marker-gap-pixels	BRPortuguese	ESPAÇO DE MARCADORES EM PIXELS	Espaço vertical entre a linha de marcas e a linha de base dos marcadores abaixo dela, além de um pequeno mínimo fixo. Aumente para mais espaço (ex.: após ativar {key:Compass/show-names}).
Compass	marker-gap-pixels	Russian	ОТСТУП МЕТОК В ПИКСЕЛЯХ	Вертикальный отступ между рядом делений и базовой линией меток под ним, поверх небольшого фиксированного минимума. Увеличьте для большего простора (например, после включения {key:Compass/show-names}).
Compass	marker-gap-pixels	Ukrainian	ВІДСТУП МІТОК У ПІКСЕЛЯХ	Вертикальний відступ між рядом поділок і базовою лінією міток під ним, поверх невеликого фіксованого мінімуму. Збільште для більшого простору (наприклад, після увімкнення {key:Compass/show-names}).
Compass	marker-gap-pixels	SimplifiedChinese	标记间距（像素）	刻度行与其下方标记基线之间的垂直间距，叠加在一个较小的固定最小值之上。如需更多空间（例如开启 {key:Compass/show-names} 后）可调高此值。
Compass	marker-gap-pixels	TraditionalChinese	標記間距（像素）	刻度列與其下方標記基線之間的垂直間距，疊加在一個較小的固定最小值之上。如需更多空間（例如開啟 {key:Compass/show-names} 後）可調高此值。
Compass	marker-gap-pixels	Japanese	マーカー間隔（ピクセル）	目盛り行とその下のマーカー基準線との間の垂直方向の間隔（小さな固定最小値に上乗せされます）。余裕を持たせたい場合（例：{key:Compass/show-names} を有効にした後）は値を上げてください。
Compass	marker-gap-pixels	Korean	마커 간격(픽셀)	눈금 행과 그 아래 마커 기준선 사이의 수직 간격으로, 작은 고정 최솟값에 더해집니다. 여유 공간을 늘리려면(예: {key:Compass/show-names}를 켠 후) 값을 높이세요.
Compass	marker-gap-pixels	Polish	ODSTĘP ZNACZNIKÓW W PIKSELACH	Pionowy odstęp między rzędem kresek a leżącą pod nim linią bazową znaczników, ponad niewielkim stałym minimum. Zwiększ ją, aby uzyskać więcej przestrzeni (np. po włączeniu {key:Compass/show-names}).
Compass	marker-gap-pixels	Turkish	İŞARETÇİ BOŞLUĞU (PİKSEL)	Çentik sırası ile altındaki işaretçi taban çizgisi arasındaki dikey boşluk, küçük sabit bir minimuma ek olarak. Daha fazla boşluk için (örneğin {key:Compass/show-names} açıldıktan sonra) bu değeri artırın.
Compass	vertical-offset-pixels	English	VERTICAL OFFSET PIXELS	Gap between the top of the screen and the compass tape.
Compass	vertical-offset-pixels	French	DÉCALAGE VERTICAL EN PIXELS	Espace entre le haut de l'écran et la bande de boussole.
Compass	vertical-offset-pixels	Italian	SCOSTAMENTO VERTICALE IN PIXEL	Spazio tra la parte superiore dello schermo e la barra della bussola.
Compass	vertical-offset-pixels	German	VERTIKALER VERSATZ IN PIXELN	Abstand zwischen dem oberen Bildschirmrand und dem Kompassband.
Compass	vertical-offset-pixels	SpanishSpain	DESPLAZAMIENTO VERTICAL EN PÍXELES	Espacio entre la parte superior de la pantalla y la cinta de brújula.
Compass	vertical-offset-pixels	SpanishLatam	DESPLAZAMIENTO VERTICAL EN PÍXELES	Espacio entre la parte superior de la pantalla y la cinta de brújula.
Compass	vertical-offset-pixels	BRPortuguese	DESLOCAMENTO VERTICAL EM PIXELS	Espaço entre o topo da tela e a fita de bússola.
Compass	vertical-offset-pixels	Russian	ВЕРТИКАЛЬНОЕ СМЕЩЕНИЕ В ПИКСЕЛЯХ	Отступ между верхним краем экрана и лентой компаса.
Compass	vertical-offset-pixels	Ukrainian	ВЕРТИКАЛЬНЕ ЗМІЩЕННЯ В ПІКСЕЛЯХ	Відступ між верхнім краєм екрана та стрічкою компаса.
Compass	vertical-offset-pixels	SimplifiedChinese	垂直偏移（像素）	屏幕顶部与指南针条带之间的间距。
Compass	vertical-offset-pixels	TraditionalChinese	垂直偏移（像素）	螢幕頂部與指南針條帶之間的間距。
Compass	vertical-offset-pixels	Japanese	垂直オフセット（ピクセル）	画面上端とコンパスバーの間の間隔。
Compass	vertical-offset-pixels	Korean	수직 오프셋(픽셀)	화면 상단과 나침반 띠 사이의 간격입니다.
Compass	vertical-offset-pixels	Polish	PRZESUNIĘCIE PIONOWE W PIKSELACH	Odstęp między górną krawędzią ekranu a paskiem kompasu.
Compass	vertical-offset-pixels	Turkish	DİKEY KAYDIRMA (PİKSEL)	Ekranın üst kısmı ile pusula şeridi arasındaki boşluk.
Compass	horizontal-offset-pixels	English	HORIZONTAL OFFSET PIXELS	Horizontal offset from top-center. 0 keeps it centered; positive shifts right, negative shifts left (e.g. to dodge another HUD mod's own top-of-screen element).
Compass	horizontal-offset-pixels	French	DÉCALAGE HORIZONTAL EN PIXELS	Décalage horizontal par rapport au centre supérieur. 0 le garde centré ; positif décale vers la droite, négatif vers la gauche (par ex. pour éviter l'élément d'un autre mod HUD en haut de l'écran).
Compass	horizontal-offset-pixels	Italian	SCOSTAMENTO ORIZZONTALE IN PIXEL	Scostamento orizzontale dal centro superiore. 0 lo mantiene centrato; positivo sposta a destra, negativo a sinistra (ad es. per evitare l'elemento in alto di un'altra mod HUD).
Compass	horizontal-offset-pixels	German	HORIZONTALER VERSATZ IN PIXELN	Horizontaler Versatz von der oberen Mitte. 0 hält es zentriert; positiv verschiebt nach rechts, negativ nach links (z. B. um einem anderen HUD-Mod-Element am oberen Bildschirmrand auszuweichen).
Compass	horizontal-offset-pixels	SpanishSpain	DESPLAZAMIENTO HORIZONTAL EN PÍXELES	Desplazamiento horizontal desde el centro superior. 0 lo mantiene centrado; positivo desplaza a la derecha, negativo a la izquierda (por ejemplo, para evitar el elemento superior de otro mod de HUD).
Compass	horizontal-offset-pixels	SpanishLatam	DESPLAZAMIENTO HORIZONTAL EN PÍXELES	Desplazamiento horizontal desde el centro superior. 0 lo mantiene centrado; positivo desplaza a la derecha, negativo a la izquierda (por ejemplo, para evitar el elemento superior de otro mod de HUD).
Compass	horizontal-offset-pixels	BRPortuguese	DESLOCAMENTO HORIZONTAL EM PIXELS	Deslocamento horizontal a partir do centro superior. 0 mantém centralizado; positivo desloca para a direita, negativo para a esquerda (ex.: para evitar o elemento superior de outro mod de HUD).
Compass	horizontal-offset-pixels	Russian	ГОРИЗОНТАЛЬНОЕ СМЕЩЕНИЕ В ПИКСЕЛЯХ	Горизонтальное смещение от верхнего центра. 0 оставляет по центру; положительное смещает вправо, отрицательное — влево (например, чтобы избежать элемента другого HUD-мода вверху экрана).
Compass	horizontal-offset-pixels	Ukrainian	ГОРИЗОНТАЛЬНЕ ЗМІЩЕННЯ В ПІКСЕЛЯХ	Горизонтальне зміщення від верхнього центру. 0 залишає по центру; додатне зміщує праворуч, від'ємне — ліворуч (наприклад, щоб уникнути елемента іншого HUD-мода вгорі екрана).
Compass	horizontal-offset-pixels	SimplifiedChinese	水平偏移（像素）	相对于顶部中心的水平偏移。0 保持居中；正值向右偏移，负值向左偏移（例如用于避开另一个 HUD 模组在屏幕顶部的元素）。
Compass	horizontal-offset-pixels	TraditionalChinese	水平偏移（像素）	相對於頂部中心的水平偏移。0 保持置中；正值向右偏移，負值向左偏移（例如用於避開另一個 HUD 模組在螢幕頂部的元素）。
Compass	horizontal-offset-pixels	Japanese	水平オフセット（ピクセル）	画面上部中央からの水平オフセット。0で中央に配置。正の値で右へ、負の値で左へ移動します（例：他のHUD MODの画面上部要素を避けるため）。
Compass	horizontal-offset-pixels	Korean	수평 오프셋(픽셀)	상단 중앙 기준 수평 오프셋입니다. 0이면 중앙에 유지됩니다. 양수는 오른쪽으로, 음수는 왼쪽으로 이동합니다(예: 다른 HUD 모드의 화면 상단 요소를 피하기 위해).
Compass	horizontal-offset-pixels	Polish	PRZESUNIĘCIE POZIOME W PIKSELACH	Przesunięcie poziome od górnego środka. 0 utrzymuje wyśrodkowanie; wartość dodatnia przesuwa w prawo, ujemna w lewo (np. aby uniknąć elementu innego moda HUD u góry ekranu).
Compass	horizontal-offset-pixels	Turkish	YATAY KAYDIRMA (PİKSEL)	Üst-orta noktadan yatay kayma. 0 ortalanmış tutar; pozitif sağa, negatif sola kaydırır (örneğin başka bir HUD modunun ekran üstü öğesinden kaçınmak için).
Compass	fov-degrees	English	FOV DEGREES	How much of the horizon (in degrees) is visible on the tape at once before a heading/marker slides off the edge. Lower feels closer to your actual view frustum; higher gives more lead time for things approaching from the side.
Compass	fov-degrees	French	CHAMP DE VISION EN DEGRÉS	Quelle portion de l'horizon (en degrés) est visible sur la bande à la fois avant qu'un cap/marqueur ne glisse hors du bord. Plus bas se rapproche de votre champ de vision réel ; plus haut donne plus de temps d'anticipation pour ce qui approche sur le côté.
Compass	fov-degrees	Italian	CAMPO VISIVO IN GRADI	Quanta parte dell'orizzonte (in gradi) è visibile sulla barra alla volta prima che una direzione/marcatore scivoli fuori dal bordo. Più basso è più vicino al tuo campo visivo reale; più alto dà più anticipo per le cose che si avvicinano di lato.
Compass	fov-degrees	German	SICHTFELD IN GRAD	Wie viel vom Horizont (in Grad) gleichzeitig auf dem Band sichtbar ist, bevor eine Richtung/Markierung über den Rand hinausgleitet. Niedriger fühlt sich näher an deinem tatsächlichen Sichtfeld an; höher gibt mehr Vorlaufzeit für Dinge, die von der Seite kommen.
Compass	fov-degrees	SpanishSpain	CAMPO DE VISIÓN EN GRADOS	Cuánto del horizonte (en grados) es visible en la cinta a la vez antes de que un rumbo/marcador se deslice fuera del borde. Más bajo se siente más cercano a tu campo de visión real; más alto da más tiempo de anticipación para lo que se acerca de lado.
Compass	fov-degrees	SpanishLatam	CAMPO DE VISIÓN EN GRADOS	Cuánto del horizonte (en grados) es visible en la cinta a la vez antes de que un rumbo/marcador se deslice fuera del borde. Más bajo se siente más cercano a tu campo de visión real; más alto da más tiempo de anticipación para lo que se acerca de lado.
Compass	fov-degrees	BRPortuguese	CAMPO DE VISÃO EM GRAUS	Quanto do horizonte (em graus) é visível na fita de uma vez antes de um rumo/marcador deslizar para fora da borda. Mais baixo parece mais próximo do seu campo de visão real; mais alto dá mais tempo de antecedência para o que se aproxima pela lateral.
Compass	fov-degrees	Russian	УГОЛ ОБЗОРА В ГРАДУСАХ	Сколько горизонта (в градусах) видно на ленте одновременно, прежде чем курс/метка соскользнёт за край. Меньше — ближе к реальному углу обзора камеры; больше — больше времени на реакцию для приближающегося сбоку.
Compass	fov-degrees	Ukrainian	КУТ ОГЛЯДУ В ГРАДУСАХ	Скільки горизонту (у градусах) видно на стрічці одночасно, перш ніж курс/мітка зісковзне за край. Менше — ближче до реального кута огляду камери; більше — більше часу на реакцію для того, що наближається збоку.
Compass	fov-degrees	SimplifiedChinese	视野角度	条带上一次可见多少地平线范围（以度为单位），超出后方位/标记会滑出边缘。数值越低越接近你实际的视野；数值越高，对从侧面靠近的目标提供的提前预警时间越多。
Compass	fov-degrees	TraditionalChinese	視野角度	條帶上一次可見多少地平線範圍（以度為單位），超出後方位/標記會滑出邊緣。數值越低越接近你實際的視野；數值越高，對從側面靠近的目標提供的提前預警時間越多。
Compass	fov-degrees	Japanese	視野角（度）	方位やマーカーが端にスライドして消える前に、バー上に一度に表示される地平線の範囲（度数）。低くすると実際の視野に近くなり、高くすると横から近づくものへの猶予が増えます。
Compass	fov-degrees	Korean	시야각(도)	방위/마커가 가장자리로 사라지기 전까지 띠에 한 번에 표시되는 지평선 범위(도 단위)입니다. 낮을수록 실제 시야각에 가깝게 느껴지고, 높을수록 옆에서 다가오는 대상에 대한 여유 시간이 늘어납니다.
Compass	fov-degrees	Polish	POLE WIDZENIA W STOPNIACH	Ile horyzontu (w stopniach) jest widoczne na pasku naraz, zanim kierunek/znacznik zsunie się poza krawędź. Niższa wartość jest bliższa rzeczywistemu polu widzenia; wyższa daje więcej czasu na reakcję na coś zbliżającego się z boku.
Compass	fov-degrees	Turkish	GÖRÜŞ ALANI (DERECE)	Bir yön/işaretçi kenardan kayıp gitmeden önce şeritte aynı anda ne kadar ufkun (derece cinsinden) görünür olduğu. Düşük değer gerçek görüş alanınıza daha yakın hissettirir; yüksek değer, yandan yaklaşan şeyler için daha fazla önceden haber verir.
Compass	icon-size-pixels	English	ICON SIZE PIXELS	Size of each marker's icon on the compass.
Compass	icon-size-pixels	French	TAILLE D'ICÔNE EN PIXELS	Taille de l'icône de chaque marqueur sur la boussole.
Compass	icon-size-pixels	Italian	DIMENSIONE ICONA IN PIXEL	Dimensione dell'icona di ciascun marcatore sulla bussola.
Compass	icon-size-pixels	German	SYMBOLGRÖSSE IN PIXELN	Größe des Symbols jeder Markierung auf dem Kompass.
Compass	icon-size-pixels	SpanishSpain	TAMAÑO DE ICONO EN PÍXELES	Tamaño del icono de cada marcador en la brújula.
Compass	icon-size-pixels	SpanishLatam	TAMAÑO DE ÍCONO EN PÍXELES	Tamaño del ícono de cada marcador en la brújula.
Compass	icon-size-pixels	BRPortuguese	TAMANHO DO ÍCONE EM PIXELS	Tamanho do ícone de cada marcador na bússola.
Compass	icon-size-pixels	Russian	РАЗМЕР ЗНАЧКА В ПИКСЕЛЯХ	Размер значка каждой метки на компасе.
Compass	icon-size-pixels	Ukrainian	РОЗМІР ЗНАЧКА В ПІКСЕЛЯХ	Розмір значка кожної мітки на компасі.
Compass	icon-size-pixels	SimplifiedChinese	图标大小（像素）	指南针上每个标记图标的大小。
Compass	icon-size-pixels	TraditionalChinese	圖示大小（像素）	指南針上每個標記圖示的大小。
Compass	icon-size-pixels	Japanese	アイコンサイズ（ピクセル）	コンパス上の各マーカーアイコンのサイズ。
Compass	icon-size-pixels	Korean	아이콘 크기(픽셀)	나침반에 표시되는 각 마커 아이콘의 크기입니다.
Compass	icon-size-pixels	Polish	ROZMIAR IKONY W PIKSELACH	Rozmiar ikony każdego znacznika na kompasie.
Compass	icon-size-pixels	Turkish	SİMGE BOYUTU (PİKSEL)	Pusuladaki her işaretçinin simge boyutu.
Compass	elevation-threshold-meters	English	ELEVATION THRESHOLD METERS	A marker only gets an up/down elevation arrow once its target is at least this many meters above/below you, which avoids a flickering arrow for things that are roughly level with you.
Compass	elevation-threshold-meters	French	SEUIL D'ÉLÉVATION EN MÈTRES	Un marqueur n'obtient une flèche d'élévation haut/bas que lorsque sa cible est au moins à cette distance en mètres au-dessus/en dessous de vous, ce qui évite une flèche clignotante pour ce qui est à peu près à votre niveau.
